disease_name,n_genes,max_evidence_score,max_penetrance_score,max_category_score,max_actionability,is_pediatric,is_category_a,meets_ngsr,panel_SEIZ,panel_HYPOTO,panel_DERM,panel_HL,panel_CHD,panel_CM,panel_IEM,panel_REN,panel_PULM,panel_AN_TH,panel_SK,panel_COND,panel_THYR
Joubert syndrome-3,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Juvenile polyposis syndrome,2,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Kabuki syndrome 1,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Kabuki syndrome 2,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kallmann syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kallmann syndrome 1,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keratoconus,1,2.0,0.4,1.0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keutel syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Koolen-De Vries syndrome,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Krabbe disease,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
LADD syndrome,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
LEOPARD syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Laing distal myopathy,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
Larsen syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Lathosterolosis,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leber congenital amaurosis with myopathy,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leber hereditary optic neuropathy,3,4.0,0.6,1.0,0.19999999999999998,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Left ventricular noncompaction,4,3.0,0.6,2.0,0.3,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
Left ventricular noncompaction 1,1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Left-right axis malformation,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Legius syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Leigh syndrome,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Leigh syndrome with nephropathy and COQ10 deficiency,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"Leigh syndrome, due to COX deficiency",1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Leiomyomatosis and renal cell cancer,1,4.0,0.6,1.0,0.19999999999999998,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
Lennox-Gastaut syndrome,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Leprechaunism,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesch-Nyhan syndrome 1,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Lethal arthrogryposis with anterior horn cell disease,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lethal congenital contractural syndrome 2,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leukoencephalopathy - dystonia - motor neuropathy,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Leukoencephalopathy with vanishing white matter,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Leukoencephalopathy, and ovarian failure in females",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Leukoencephalopathy, diffuse hereditary, with spheroids",1,4.0,1.0,1.0,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Li-Fraumeni syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Liddle syndrome,1,4.0,0.6,1.0,0.19999999999999998,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Lipodystrophy, congenital generalized, type 4",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lipodystrophy, partial",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lissencephaly syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Lissencephaly, X-linked",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Lissencephaly, X-linked 2",1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Liver failure, transient infantile",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Loeys-Dietz syndrome,3,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Long QT syndrome,5,4.0,0.85,2.0,0.39999999999999997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Long QT syndrome ,1,4.0,0.6,2.0,0.39999999999999997,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Long QT syndrome-1,1,4.0,0.6,2.0,0.39999999999999997,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Long QT syndrome-2,1,4.0,0.6,2.0,0.39999999999999997,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Long QT syndrome-5,1,4.0,0.6,2.0,0.39999999999999997,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Long QT syndrome-6,1,3.0,0.6,2.0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Long QT syndrome-9,1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Lowe oculocerebrorenal syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
"Lymphoedema, primary",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lymphoproliferative syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynch syndrome,5,4.0,0.6,1.0,0.19999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysinuric protein intolerance,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
MUTYH-associated polyposis,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrocephaly, neurodevelopmental delay, and seizures",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Macrothrombocytopenia,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Macrothrombocytopenia and progressive sensorineural deafness,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
Majeed syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malignant hyperthermia,2,4.0,0.6,2.0,0.39999999999999997,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Malonyl-CoA decarboxylase deficiency,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Mandibulofacial dysostosis with microcephaly,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Manitoba oculotrichoanal syndrome,1,3.0,0.6,1.0,0.15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mannosidosis, alpha",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Maple syrup urine disease,3,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Maple syrup urine disease, type III",1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Marfan's syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0
Marinesco-Sjogren syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Meckel syndrome,5,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
Meconium ileus,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mediterranean fever, familial",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Medium chain acyl CoA dehydrogenase deficiency,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"Medullary thyroid carcinoma, familial",1,1.0,0.5,1.0,0.041666666666666664,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Medulloblastoma,1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megacystis-microcolon-intestinal hypoperistalsis syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Megalencephalic leukoencephalopathy,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Megaloblastic anemia-1, Finnish type",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"Megaloblastic anemia-1, Norwegian type",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Meier-Gorlin syndrome,4,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Melanoma,1,4.0,0.6,2.0,0.39999999999999997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Menkes syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Mental retardation,2,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mental retardation and microcephaly with pontine and cerebellar hypoplasia,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Mental retardation syndrome, X-linked",1,3.0,1.0,3.0,0.75,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Metachromatic leukodystrophy,2,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Metaphyseal chondrodysplasia,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Methionine adenosyltransferase deficiency,1,3.0,0.6,1.0,0.15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Methylmalonic aciduria and homocystinuria,3,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Methylmalonic aciduria and homocystinuria, cblC type",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Methylmalonic aciduria and homocystinuria, cblD type",1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Methylmalonic aciduria and homocystinuria, cblJ type",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Methylmalonic aciduria, mut(0) type",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Methylmalonic aciduria, vitamin B12-responsive",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Methylmalonyl-CoA epimerase deficiency,1,2.0,0.4,1.0,0.06666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Microcephalic osteodysplastic primordial dwarfism type 2,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Microcephaly - seizures - developmental delay,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Microcephaly 1, primary, autosomal recessive",1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Microcephaly 2, primary, autosomal recessive, with or without cortical malformations",1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Microcephaly 3, primary, autosomal recessive",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Microcephaly, intellectual disability, cerebral atrophy & intractable seizures",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Microphthalmia,1,2.0,0.4,1.0,0.06666666666666667,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"Microphthalmia, syndromic",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Mitochondrial DNA depletion syndrome,4,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with methylmalonic aciduria),1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria),1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Mitochondrial DNA depletion syndrome, hepatic",1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Mitochondrial complex III deficiency,2,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Mitochondrial respiratory chain disorder,2,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Mitochondrial trifunctional protein deficiency,2,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Miyoshi muscular dystrophy 1,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mohr-Tranebjaerg syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
Molybdenum cofactor deficiency,2,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Monocarboxylate transporter 1 deficiency,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mowat-Wilson syndrome,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mucolipidosis II,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Mucolipidosis III gamma,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
Mucolipidosis IV,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Mucopolysaccharidisis type IIIA (Sanfilippo A),1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Mucopolysaccharidosis II,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
Mucopolysaccharidosis IIIC,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Mucopolysaccharidosis IIId,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Mucopolysaccharidosis IVA,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Mucopolysaccharidosis Ih,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
Mucopolysaccharidosis VII,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
Mucopolysaccharidosis type VI (Maroteaux-Lamy),1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Muenke syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Mulibrey nanism syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Multicentric carpotarsal osteolysis syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Multiminicore disease,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multiple anomalies,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple endocrine neoplasia I,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple endocrine neoplasia IIA,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Multiple endocrine neoplasia IIB,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"Multiple joint dislocations, short stature, craniofacial dysmorphism, and congenital heart defects",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Muscle-eye-brain disease,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Muscular dystrophy,1,3.0,1.0,3.0,0.75,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy, Emery-Dreifuss",1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"Muscular dystrophy, Fukuyama",1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy, congenital merosin-deficient",1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy, congenital, megaconial type",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy, limb girdle",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy, limb girdle 2I",1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy, limb-girdle, type 2A",1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy, limb-girdle, type 2B",1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy, limb-girdle, type 2C",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy, limb-girdle, type 2D",1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy, limb-girdle, type 2E",1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy, limb-girdle, type 2F",1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"Muscular dystrophy, limb-girdle, type 2G",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"Muscular dystrophy, limb-girdle, type 2H",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"Muscular dystrophy, limb-girdle, type 2L",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Muscular dystrophy, limb-girdle, type IC,",1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"Muscular dystrophy, rigid spine",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7",1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1",1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2",1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3",1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 9",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Myasthenia, limb-girdle, familial",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Myoclonic epilepsy,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Myoclonic epilepsy of Lafora,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Myofibrillar myopathy,5,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Myopathy with defiency of succinate dehydrogenase ,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Myopathy, Native American",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Myopathy, areflexia, respiratory distress, and dysphagia, early-onset",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Myopathy, centronuclear",1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Myopathy, centronuclear, autosomal recessive",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Myopathy, congenital, with fiber-type disproportion",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Myopathy, lactic acidosis, and sideroblastic anemia",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Myopathy, myofibrillar",2,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"Myopathy, myosin storage",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
Myotonia congenita,1,4.0,0.6,1.0,0.19999999999999998,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Myotonic dystrophy 1,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Myotubular myopathy, X-linked",1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
N-acetylgalactosaminidase alpha deficiency,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
N-acetylglutamate synthetase deficiency,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
N-terminal acetyltransferase deficiency,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nail patella syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Naxos disease,1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
Nemaline myopathy,9,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Nemaline myopathy, Amish type",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Neonatal inflammatory skin and bowel disease,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nephrolithiasis/osteoporosis, hypophosphatemic, 2",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nephronophthisis,5,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
Nephronophthisis 2,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Nephropathy,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nephrotic syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Nephrotic syndrome with sensorineural deafness,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Netherton syndrome; Netherton syndrome 1,1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Neurodegeneration with brain iron accumulation 1,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Neurodegeneration, progressive infantile",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neuroferritinopathy,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Neurofibromatosis 2,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Neurofibromatosis, type 1",1,4.0,1.0,3.0,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Neuronal ceroid lipofuscinosis,2,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
