GeneSym	OMIMID	GeneID
TRICY1	OMIM:609649	94014
TRIM2	OMIM:614141	23321
TRIM32	OMIM:602290	22954
GOLGA5	OMIM:606918	9950
TRIM24	OMIM:603406	8805
TRIM33	OMIM:605769	51592
NCOA4	OMIM:601984	8031
PCM1	OMIM:600299	5108
TRIM37	OMIM:605073	4591
TRIOBP	OMIM:609761	11078
TRIP11	OMIM:604505	9321
TRIP4Q32.1Q32.2	OMIM:613603	100529228
TRMT10A	OMIM:616013	93587
TRMU	OMIM:610230	55687
TRNT1	OMIM:612907	51095
TRPA1	OMIM:604775	8989
TRPC6	OMIM:603652	7225
TRPM1	OMIM:603576	4308
TRPM4	OMIM:606936	54795
TRPM6	OMIM:607009	140803
TRPM7	OMIM:605692	54822
TRPS1	OMIM:604386	7227
TRPV3	OMIM:607066	162514
TRPV4	OMIM:605427	59341
TSC1	OMIM:605284	7248
TSC2	OMIM:191092	7249
TSEN2	OMIM:608753	80746
TSEN34	OMIM:608754	79042
TSEN54	OMIM:608755	283989
TSFM	OMIM:604723	10102
PAND2	OMIM:607853	619493
TSG11	OMIM:603040	50970
TSHB	OMIM:188540	7252
TSHQTL1	OMIM:612306	100190789
TSHR	OMIM:603372	7253
TSHZ1	OMIM:614427	10194
TSPAN12	OMIM:613138	23554
TSPAN7	OMIM:300096	7102
TSPEAR	OMIM:612920	54084
TSPYL1	OMIM:604714	7259
TST1	OMIM:613636	100526790
TST2	OMIM:613637	100526823
TTBK2	OMIM:611695	146057
TTC19	OMIM:613814	54902
TTC21B	OMIM:612014	79809
TTC37	OMIM:614589	9652
TTC7A	OMIM:609332	57217
TTC8	OMIM:608132	123016
TTI2	OMIM:614426	80185
TTLL5	OMIM:612268	23093
TTN	OMIM:188840	7273
TTPA	OMIM:600415	7274
TTR	OMIM:176300	7276
TUBA1A	OMIM:602529	7846
TUBA8	OMIM:605742	51807
TUBB	OMIM:191130	203068
TUBB1	OMIM:612901	81027
TUBB2A	OMIM:615101	7280
TUBB2B	OMIM:612850	347733
TUBB3	OMIM:602661	10381
TUBB4A	OMIM:602662	10382
TUBG1	OMIM:191135	7283
TUBGCP6	OMIM:610053	85378
TUFM	OMIM:602389	7284
TUKLS	OMIM:609428	574049
TULP1	OMIM:602280	7287
TUSC3	OMIM:601385	7991
TWIST2	OMIM:607556	117581
TXNL4A	OMIM:611595	10907
TYK2	OMIM:176941	7297
TYMP	OMIM:131222	1890
MITF	OMIM:156845	4286
TYR	OMIM:606933	7299
TREM2	OMIM:605086	54209
TYROBP	OMIM:604142	7305
TYRP1	OMIM:115501	7306
TYS	OMIM:181600	7303
SLC17A3	OMIM:611034	10786
UAQTL4	OMIM:612671	100272225
UAQTL5	OMIM:614746	100996934
UAQTL6	OMIM:614747	100996935
UBA1	OMIM:314370	7317
UBB	OMIM:191339	7314
UBE2A	OMIM:312180	7319
UBE2B	OMIM:179095	7320
MECP2	OMIM:300005	4204
UBE3A	OMIM:601623	7337
UBE3B	OMIM:608047	89910
UBIAD1	OMIM:611632	29914
UBQLN2	OMIM:300264	29978
UBR1	OMIM:605981	197131
UCHL1	OMIM:191342	7345
ADRB2	OMIM:109690	154
ADRB3	OMIM:109691	155
FFAR4	OMIM:609044	338557
GHRL	OMIM:605353	51738
UCP1	OMIM:113730	7350
CARTPT	OMIM:602606	9607
ENPP1	OMIM:173335	5167
UCP2	OMIM:601693	7351
UCP3	OMIM:602044	7352
UGT1A1	OMIM:191740	54658
UGT2B17	OMIM:601903	7367
UMOD	OMIM:191845	7369
UMPS	OMIM:613891	7372
UNC119	OMIM:604011	9094
UNC13D	OMIM:608897	201294
UNC93B1	OMIM:608204	81622
UNG	OMIM:191525	7374
UOX	OMIM:191540	391051
UPB1	OMIM:606673	51733
UPF3B	OMIM:300298	65109
UQCC2	OMIM:614461	84300
UQCC3	OMIM:616097	790955
UQCRB	OMIM:191330	7381
UQCRC2	OMIM:191329	7385
UQCRQ	OMIM:612080	27089
UROC1	OMIM:613012	131669
UROD	OMIM:613521	7389
UROS	OMIM:606938	7390
USB1	OMIM:613276	79650
USF1	OMIM:191523	7391
USH1C	OMIM:605242	10083
USH1E	OMIM:602097	7396
USH1G	OMIM:607696	124590
USH1H	OMIM:612632	100271837
USH1K	OMIM:614990	101180907
USH2A	OMIM:608400	7399
USP9X	OMIM:300072	8239
USP9Y	OMIM:400005	8287
UVM1	OMIM:606660	170592
UVM2	OMIM:606661	170593
UVSSA	OMIM:614632	57654
VAMAS6	OMIM:193200	246319
VAMP1	OMIM:185880	6843
FUZ	OMIM:610622	80199
VANGL2	OMIM:600533	57216
VANGL1	OMIM:610132	81839
VAPB	OMIM:605704	9217
VARS2	OMIM:612802	57176
VAX1	OMIM:604294	11023
VCAN	OMIM:118661	1462
VCL	OMIM:193065	7414
VCP	OMIM:601023	7415
VDR	OMIM:601769	7421
VEGFC	OMIM:601528	7424
VIL1	OMIM:193040	7429
VIM	OMIM:193060	7431
VIPAS39	OMIM:613401	63894
VKORC1	OMIM:608547	79001
VLDLR	OMIM:192977	7436
VNN1	OMIM:603570	8876
VPS13A	OMIM:605978	23230
VPS13B	OMIM:607817	157680
VPS33B	OMIM:608552	26276
VPS35	OMIM:601501	55737
VPS37A	OMIM:609927	137492
VPS45	OMIM:610035	11311
VPS53	OMIM:615850	55275
VRK1	OMIM:602168	7443
VSPA	OMIM:313000	59332
VSX1	OMIM:605020	30813
VSX2	OMIM:142993	338917
VUR	OMIM:193000	54113
VUR4	OMIM:614317	100820757
VUR5	OMIM:614318	100820760
VUR6	OMIM:614319	100820763
VUR7	OMIM:615390	102095631
VWF	OMIM:613160	7450
WAGRO	OMIM:612469	100233159
WAS	OMIM:300392	7454
TIA1	OMIM:603518	7072
WDM	OMIM:604454	50988
WDPCP	OMIM:613580	51057
WDR11	OMIM:606417	55717
WDR19	OMIM:608151	57728
WDR34	OMIM:613363	89891
WDR35	OMIM:613602	57539
WDR36	OMIM:609669	134430
WDR45	OMIM:300526	11152
WDR60	OMIM:615462	55112
WDR62	OMIM:613583	284403
WDR72	OMIM:613214	256764
WDR81	OMIM:614218	124997
WFS1	OMIM:606201	7466
WG	OMIM:608710	474168
ARHGEF12	OMIM:604763	23365
SH3GL1	OMIM:601768	6455
WHSC1L1	OMIM:607083	54904
MLF1	OMIM:601402	4291
RUNX1	OMIM:151385	861
MLLT10	OMIM:602409	8028
PICALM	OMIM:603025	8301
NPM1	OMIM:164040	4869
LPP	OMIM:600700	4026
FLT3	OMIM:136351	2322
KIT	OMIM:164920	3815
LMO1	OMIM:186921	4004
NUP214	OMIM:114350	8021
CDKN1C	OMIM:600856	1028
KCNQ1OT1	OMIM:604115	10984
NSD1	OMIM:606681	64324
H19	OMIM:103280	283120
SNAI2	OMIM:602150	6591
WIPF1	OMIM:602357	7456
WISP3	OMIM:603400	8838
WM1	OMIM:153600	100188787
WM2	OMIM:610430	100188811
WNK1	OMIM:605232	65125
WNK4	OMIM:601844	65266
WNT1	OMIM:164820	7471
WNT10A	OMIM:606268	80326
WNT10B	OMIM:601906	7480
WNT3	OMIM:165330	7473
WNT4	OMIM:603490	54361
WNT5A	OMIM:164975	7474
WNT7A	OMIM:601570	7476
WRAP53	OMIM:612661	55135
WRN	OMIM:604611	7486
WS2B	OMIM:600193	7488
WS2C	OMIM:606662	170594
WSN	OMIM:311510	7489
WT1	OMIM:607102	7490
WT3	OMIM:194090	8136
WT4	OMIM:601363	8151
WWC1	OMIM:610533	23286
WWOX	OMIM:605131	51741
XBP1	OMIM:194355	7494
XDH	OMIM:607633	7498
XECD	OMIM:300779	100302510
XG	OMIM:314700	7499
XIAP	OMIM:300079	331
XIST	OMIM:314670	7503
XK	OMIM:314850	7504
XPA	OMIM:611153	7507
XPC	OMIM:613208	7508
XPNPEP2	OMIM:300145	7512
XPNPEP3	OMIM:613553	63929
XYLT1	OMIM:608124	64131
XYLT2	OMIM:608125	64132
CYP1B1	OMIM:601771	1545
PITX2	OMIM:601542	5308
PAX6	OMIM:607108	5080
YAP1	OMIM:606608	10413
YARS	OMIM:603623	8565
YARS2	OMIM:610957	51067
ZAP70	OMIM:176947	7535
ZBTB16	OMIM:176797	7704
ZBTB18	OMIM:608433	10472
ZBTB20	OMIM:606025	26137
ZBTB24	OMIM:614064	9841
ZC4H2	OMIM:300897	55906
ZD1	OMIM:609815	780914
ZDHHC15	OMIM:300576	158866
ZDHHC9	OMIM:300646	51114
ZEB1	OMIM:189909	6935
ZEB2	OMIM:605802	9839
TG	OMIM:188450	7038
ZFAT	OMIM:610931	57623
ACSL6	OMIM:604443	23305
IRF1	OMIM:147575	3659
CASP10	OMIM:601762	843
MUTYH	OMIM:604933	4595
ERBB2	OMIM:164870	2064
KLF6	OMIM:602053	1316
MAD1L1	OMIM:602686	8379
FGFR1	OMIM:136350	2260
FGFR2	OMIM:176943	2263
TWIST1	OMIM:601622	7291
AKT1	OMIM:164730	207
CTNNB1	OMIM:116806	1499
PIK3CA	OMIM:171834	5290
AXIN2	OMIM:604025	8313
DLC1	OMIM:604258	10395
MCC	OMIM:159350	4163
PDGFRL	OMIM:604584	5157
BAX	OMIM:600040	581
EP300	OMIM:602700	2033
MLH3	OMIM:604395	27030
DCC	OMIM:120470	1630
BUB1B	OMIM:602860	701
FLCN	OMIM:607273	201163
BRAF	OMIM:164757	673
APC	OMIM:611731	324
NRAS	OMIM:164790	4893
FGF10	OMIM:602115	2255
FGFR3	OMIM:134934	2261
AXIN1	OMIM:603816	8312
IGF2R	OMIM:147280	3482
CASP8	OMIM:601763	841
KRAS	OMIM:190070	3845
RB1CC1	OMIM:606837	9821
TSG101	OMIM:601387	7251
SLC22A18	OMIM:602631	5002
MAP3K8	OMIM:191195	1326
RBBP8	OMIM:604124	5932
CHI3L1	OMIM:601525	1116
COMT	OMIM:116790	1312
DISC1	OMIM:605210	27185
DRD3	OMIM:126451	1814
RTN4R	OMIM:605566	65078
SYN2	OMIM:600755	6854
MTHFR	OMIM:607093	4524
GABRA2	OMIM:137140	2555
RCBTB1	OMIM:607867	55213
HTR2A	OMIM:182135	3356
T	OMIM:601397	6862
HRAS	OMIM:190020	3265
CALR	OMIM:109091	811
SH2B3	OMIM:605093	10019
GMPS	OMIM:600358	8833
JAK2	OMIM:147796	3717
F2	OMIM:176930	2147
F5	OMIM:612309	2153
CCL2	OMIM:158105	6347
CD209	OMIM:604672	30835
SP110	OMIM:604457	3431
TLR2	OMIM:603028	7097
CCND1	OMIM:168461	595
TLR4	OMIM:603030	7099
PARK2	OMIM:602544	5071
ATM	OMIM:607585	472
BARD1	OMIM:601593	580
HMMR	OMIM:600936	3161
PHB	OMIM:176705	5245
XRCC3	OMIM:600675	7517
RAD51	OMIM:179617	5888
PALB2	OMIM:610355	79728
CHEK2	OMIM:604373	11200
RB1	OMIM:614041	5925
BCPR	OMIM:113721	8142
PPM1D	OMIM:605100	8493
TP53	OMIM:191170	7157
BRCA2	OMIM:600185	675
STK11	OMIM:602216	6794
ASCL1	OMIM:100790	429
EDN3	OMIM:131242	1908
BDNF	OMIM:113505	627
RET	OMIM:164761	5979
KIF1B	OMIM:605995	23095
VHL	OMIM:608537	7428
SDHB	OMIM:185470	6390
SDHC	OMIM:602413	6391
SDHD	OMIM:602690	6392
AR	OMIM:313700	367
CD82	OMIM:600623	3732
HPC6	OMIM:609558	100188789
PCAP	OMIM:602759	7834
ZFHX3	OMIM:104155	463
MXI1	OMIM:600020	4601
CDH1	OMIM:192090	999
MSH3	OMIM:600887	4437
ING1	OMIM:601566	3621
PTEN	OMIM:601728	5728
ZFHX4	OMIM:606940	79776
ZFP57	OMIM:612192	346171
CFC1	OMIM:605194	55997
GDF1	OMIM:602880	2657
GATA4	OMIM:600576	2626
JAG1	OMIM:601920	182
ZFPM2	OMIM:603693	23414
TBX1	OMIM:602054	6899
GATA6	OMIM:601656	2627
NKX2-6	OMIM:611770	137814
ZFYVE26	OMIM:612012	23503
ZFYVE27	OMIM:610243	118813
ZIC2	OMIM:603073	7546
ZIC3	OMIM:300265	7547
ZLS	OMIM:135500	353173
LMNA	OMIM:150330	4000
ZMPSTE24	OMIM:606480	10269
ZMYND10	OMIM:607070	51364
ZMYND11	OMIM:608668	10771
ZMYND15	OMIM:614312	84225
ZNF141	OMIM:194648	7700
ZNF335	OMIM:610827	63925
ZNF365	OMIM:607818	22891
ZNF423	OMIM:604557	23090
ZNF469	OMIM:612078	84627
ZNF513	OMIM:613598	130557
ZNF592	OMIM:613624	9640
ZNF644	OMIM:614159	84146
ZNF711	OMIM:314990	7552
ZNF750	OMIM:610226	79755
ZNF81	OMIM:314998	347344
